trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,hour,peak_hour,delay_minutes,passenger_count,occupancy_rate,route_id,temperature,humidity,wind_speed
1901-S-DOWN-118467,1900-01-01 19:13:15,1900-01-01 19:13:15,103,18,"{'fareStageNumber': '18', 'isStageStop': true}",19.0,1,4,55,0.9166666666666666,1901,35.66,52,2.24
4083-S-DOWN-20121,1900-01-01 23:05:15,1900-01-01 23:05:30,197,10,"{'fareStageNumber': '10', 'isStageStop': true}",23.0,0,1,76,1.2666666666666666,4083,35.66,52,2.24
3865-O-UP-33334,1900-01-01 15:49:15,1900-01-01 15:49:30,NayUSBAK,14,9,15.0,0,12,39,0.65,3865,35.66,52,2.24
2203-O-UP-133145,1900-01-01 08:30:00,1900-01-01 08:30:15,22,1,"{'fareStageNumber': '1', 'isStageStop': true}",8.0,1,10,78,1.3,2203,35.66,52,2.24
2444-X-UP-49219,1900-01-01 10:36:45,1900-01-01 10:37:00,New67,4,1,10.0,1,13,61,1.0166666666666666,2444,35.66,52,2.24
2928-O-UP-52010,1900-01-01 15:49:00,1900-01-01 15:49:15,bgWfLree,13,4,15.0,0,15,43,0.7166666666666667,2928,35.66,52,2.24
3198-O-UP-23029,1900-01-01 09:45:00,1900-01-01 09:45:15,myLzZQdt,1,"{'fareStageNumber': '1', 'isStageStop': true}",9.0,1,17,63,1.05,3198,35.66,52,2.24
4404-X-UP-29459,1900-01-01 07:47:00,1900-01-01 07:47:15,IfTbUocE,13,5,7.0,1,10,55,0.9166666666666666,4404,35.66,52,2.24
3055-O-UP-25747,1900-01-01 20:04:00,1900-01-01 20:04:15,xWKOjfGB,25,"{'fareStageNumber': '9', 'isStageStop': true}",20.0,1,19,30,0.5,3055,35.66,52,2.24
1852-O-UP-11304,1900-01-01 07:21:45,1900-01-01 07:22:00,80d5eb26b4935749ff5abe436a765519,24,"{'fareStageNumber': '9', 'isStageStop': true}",7.0,1,7,54,0.9,1852,35.66,52,2.24
2986-O-UP-108853,1900-01-01 08:17:30,1900-01-01 08:17:45,nJRBvlcT,23,6,8.0,1,4,30,0.5,2986,35.66,52,2.24
3461-O-DOWN-84519,1900-01-01 15:00:45,1900-01-01 15:01:00,nAqhCgXt,20,"{'fareStageNumber': '5', 'isStageStop': true}",15.0,0,15,37,0.6166666666666667,3461,35.66,52,2.24
4037-O-DOWN-90937,1900-01-01 12:32:45,1900-01-01 12:33:00,jaCrAUFK,20,"{'fareStageNumber': '10', 'isStageStop': true}",12.0,0,12,64,1.0666666666666669,4037,35.66,52,2.24
2128-O-UP-31516,1900-01-01 05:39:15,1900-01-01 05:39:30,540,14,"{'fareStageNumber': '14', 'isStageStop': true}",5.0,0,4,76,1.2666666666666666,2128,35.66,52,2.24
1041-S-UP-118651,1900-01-01 11:00:15,1900-01-01 11:00:30,vXPGJwVk,10,"{'fareStageNumber': '4', 'isStageStop': true}",11.0,0,5,46,0.7666666666666667,1041,35.66,52,2.24
2024-X-UP-25444,1900-01-01 16:20:00,1900-01-01 16:20:15,ejMjPdTH,1,"{'fareStageNumber': '1', 'isStageStop': true}",16.0,0,15,52,0.8666666666666667,2024,35.66,52,2.24
542-S-UP-17999,1900-01-01 05:48:15,1900-01-01 05:48:30,ZqBGCTqq,38,"{'fareStageNumber': '17', 'isStageStop': true}",5.0,0,15,37,0.6166666666666667,542,35.66,52,2.24
3094-S-UP-33565,1900-01-01 05:47:00,1900-01-01 05:47:15,UsVsFgoS,13,"{'fareStageNumber': '8', 'isStageStop': true}",5.0,0,19,60,1.0,3094,35.66,52,2.24
3244-S-DOWN-66058,1900-01-01 00:20:15,1900-01-01 00:20:30,701,10,"{'fareStageNumber': '10', 'isStageStop': true}",0.0,0,8,25,0.4166666666666667,3244,35.66,52,2.24
3879-S-UP-91227,1900-01-01 12:03:15,1900-01-01 12:03:30,eXTEGQHB,38,"{'fareStageNumber': '13', 'isStageStop': true}",12.0,0,13,45,0.75,3879,35.66,52,2.24
609-S-UP-50206,1900-01-01 21:50:15,1900-01-01 21:50:30,19a6131348888dfdbdbcfb82096a49dd,10,5,21.0,0,19,17,0.2833333333333333,609,35.66,52,2.24
750-S-UP-35545,1900-01-01 17:19:45,1900-01-01 17:20:00,oBtsEQRM,32,"{'fareStageNumber': '12', 'isStageStop': true}",17.0,1,7,29,0.4833333333333333,750,35.66,52,2.24
5568-S-DOWN-101724,1900-01-01 16:08:30,1900-01-01 16:08:45,145,15,"{'fareStageNumber': '15', 'isStageStop': true}",16.0,0,8,42,0.7,5568,35.66,52,2.24
108-O-DOWN-130608,1900-01-01 15:27:30,1900-01-01 15:27:45,ZpgoacOO,31,"{'fareStageNumber': '11', 'isStageStop': true}",15.0,0,9,64,1.0666666666666669,108,35.66,52,2.24
2808-O-UP-77909,1900-01-01 14:10:00,1900-01-01 14:10:15,NgDeDdfx,1,"{'fareStageNumber': '1', 'isStageStop': true}",14.0,0,13,22,0.3666666666666666,2808,35.66,52,2.24
3613-O-DOWN-31919,1900-01-01 11:24:30,1900-01-01 11:24:45,TPFTQSyz,23,8,11.0,0,15,56,0.9333333333333332,3613,35.66,52,2.24
2393-O-UP-78990,1900-01-01 20:46:45,1900-01-01 20:47:00,ozuppJDT,44,13,20.0,1,12,61,1.0166666666666666,2393,35.66,52,2.24
5706-SE-DOWN-117136,1900-01-01 21:52:00,1900-01-01 21:52:15,61,13,"{'fareStageNumber': '13', 'isStageStop': true}",21.0,0,10,32,0.5333333333333333,5706,35.66,52,2.24
115-Z-UP-31115,1900-01-01 14:50:15,1900-01-01 14:50:30,ppabfQGz,10,3,14.0,0,9,21,0.35,115,35.66,52,2.24
2161-O-DOWN-62618,1900-01-01 16:19:00,1900-01-01 16:19:15,QHFmFyLR,33,10,16.0,0,9,43,0.7166666666666667,2161,35.66,52,2.24
968-S-UP-42757,1900-01-01 15:21:30,1900-01-01 15:21:45,LoadLeSC,35,12,15.0,0,18,45,0.75,968,35.66,52,2.24
2445-X-DOWN-49169,1900-01-01 15:33:30,1900-01-01 15:33:45,OyAyNkqZ,7,3,15.0,0,9,21,0.35,2445,35.66,52,2.24
276-S-DOWN-97315,1900-01-01 12:02:00,1900-01-01 12:02:00,SyufMOPd,33,"{'fareStageNumber': '12', 'isStageStop': true}",12.0,0,5,79,1.3166666666666669,276,35.66,52,2.24
9-SE-UP-133681,1900-01-01 08:36:45,1900-01-01 08:37:00,GnOurcjN,24,"{'fareStageNumber': '10', 'isStageStop': true}",8.0,1,17,29,0.4833333333333333,9,35.66,52,2.24
570-O-DOWN-59592,1900-01-01 06:40:45,1900-01-01 06:41:00,b3b13068256fcff503531bdb1b29ae3e,36,"{'fareStageNumber': '11', 'isStageStop': true}",6.0,0,4,15,0.25,570,35.66,52,2.24
4249-O-UP-14819,1900-01-01 09:50:00,1900-01-01 09:50:15,22,1,"{'fareStageNumber': '1', 'isStageStop': true}",9.0,1,19,38,0.6333333333333333,4249,35.66,52,2.24
88-X-DOWN-45425,1900-01-01 12:58:15,1900-01-01 12:58:30,VjdckTjW,26,10,12.0,0,5,65,1.0833333333333333,88,35.66,52,2.24
4448-O-DOWN-88461,1900-01-01 08:03:00,1900-01-01 08:03:15,pRsoSsPh,29,"{'fareStageNumber': '8', 'isStageStop': true}",8.0,1,9,62,1.0333333333333334,4448,35.66,52,2.24
5152-S-DOWN-72648,1900-01-01 00:29:15,1900-01-01 00:29:15,681,14,"{'fareStageNumber': '14', 'isStageStop': true}",0.0,0,5,50,0.8333333333333334,5152,35.66,52,2.24
5139-S-UP-71887,1900-01-01 00:27:00,1900-01-01 00:27:15,1874,13,"{'fareStageNumber': '13', 'isStageStop': true}",0.0,0,11,14,0.2333333333333333,5139,35.66,52,2.24
543-S-UP-28999,1900-01-01 18:20:15,1900-01-01 18:20:30,sOCYSPUW,10,5,18.0,1,15,41,0.6833333333333333,543,35.66,52,2.24
5146-S-DOWN-72378,1900-01-01 00:13:30,1900-01-01 00:13:45,1863,7,"{'fareStageNumber': '7', 'isStageStop': true}",0.0,0,0,72,1.2,5146,35.66,52,2.24
619-S-UP-49470,1900-01-01 14:53:15,1900-01-01 14:53:30,vfoDngvn,18,7,14.0,0,3,43,0.7166666666666667,619,35.66,52,2.24
5576-S-UP-100206,1900-01-01 14:17:30,1900-01-01 14:17:45,107,11,"{'fareStageNumber': '11', 'isStageStop': true}",14.0,0,6,16,0.2666666666666666,5576,35.66,52,2.24
217-O-UP-64070,1900-01-01 15:57:15,1900-01-01 15:57:30,TEKQTTfp,42,14,15.0,0,10,63,1.05,217,35.66,52,2.24
2841-O-DOWN-103578,1900-01-01 10:12:30,1900-01-01 10:12:45,etntpIwb,11,4,10.0,1,7,69,1.15,2841,35.66,52,2.24
623-S-DOWN-51097,1900-01-01 09:36:15,1900-01-01 09:36:30,GnOurcjN,6,"{'fareStageNumber': '3', 'isStageStop': true}",9.0,1,18,25,0.4166666666666667,623,35.66,52,2.24
2766-X-UP-35672,1900-01-01 15:26:15,1900-01-01 15:26:30,10,6,"{'fareStageNumber': '6', 'isStageStop': true}",15.0,0,14,35,0.5833333333333334,2766,35.66,52,2.24
2048-S-UP-28857,1900-01-01 12:53:15,1900-01-01 12:53:30,fmQEzQWV,18,"{'fareStageNumber': '7', 'isStageStop': true}",12.0,0,4,37,0.6166666666666667,2048,35.66,52,2.24
277-S-UP-17903,1900-01-01 11:33:00,1900-01-01 11:33:15,kueIUJls,29,11,11.0,0,8,79,1.3166666666666669,277,35.66,52,2.24
2250-O-DOWN-98792,1900-01-01 19:45:45,1900-01-01 19:46:00,TvGyfQSI,8,5,19.0,1,9,71,1.1833333333333331,2250,35.66,52,2.24
3244-S-DOWN-66066,1900-01-01 00:00:00,1900-01-01 00:00:15,710,1,"{'fareStageNumber': '1', 'isStageStop': true}",0.0,0,4,52,0.8666666666666667,3244,35.66,52,2.24
1006-S-DOWN-37295,1900-01-01 06:56:30,1900-01-01 06:56:45,eusqYKWT,35,14,6.0,0,12,51,0.85,1006,35.66,52,2.24
38-SE-DOWN-136759,1900-01-01 16:01:30,1900-01-01 16:01:45,FTwVCxQy,35,14,16.0,0,3,27,0.45,38,35.66,52,2.24
3506-S-DOWN-130552,1900-01-01 08:51:15,1900-01-01 08:51:30,QZgueNIh,6,"{'fareStageNumber': '4', 'isStageStop': true}",8.0,1,4,16,0.2666666666666666,3506,35.66,52,2.24
983-S-UP-29435,1900-01-01 13:14:00,1900-01-01 13:14:15,aWeSqqrV,29,12,13.0,0,7,15,0.25,983,35.66,52,2.24
4080-S-UP-30809,1900-01-01 23:47:00,1900-01-01 23:47:15,HcPkwFHM,33,12,23.0,0,16,24,0.4,4080,35.66,52,2.24
449-S-UP-21717,1900-01-01 12:10:00,1900-01-01 12:10:15,jpIJprWb,1,"{'fareStageNumber': '1', 'isStageStop': true}",12.0,0,1,23,0.3833333333333333,449,35.66,52,2.24
4946-X-UP-62746,1900-01-01 09:00:45,1900-01-01 09:01:00,VgUdLlOW,28,8,9.0,1,7,36,0.6,4946,35.66,52,2.24
1996-S-DOWN-17474,1900-01-01 14:26:15,1900-01-01 14:26:30,531,6,"{'fareStageNumber': '6', 'isStageStop': true}",14.0,0,5,75,1.25,1996,35.66,52,2.24
4126-S-UP-20141,1900-01-01 21:01:15,1900-01-01 21:01:30,UtwZFZsx,26,8,21.0,0,16,50,0.8333333333333334,4126,35.66,52,2.24
284-O-DOWN-94234,1900-01-01 09:00:00,1900-01-01 09:00:15,AjJCgCBk,21,"{'fareStageNumber': '9', 'isStageStop': true}",9.0,1,7,40,0.6666666666666666,284,35.66,52,2.24
761-X-UP-75043,1900-01-01 17:06:15,1900-01-01 17:06:30,XypZkLUe,6,2,17.0,1,13,59,0.9833333333333332,761,35.66,52,2.24
2837-O-DOWN-20892,1900-01-01 05:41:00,1900-01-01 05:41:15,yLFlKjKg,5,"{'fareStageNumber': '2', 'isStageStop': true}",5.0,0,2,75,1.25,2837,35.66,52,2.24
4314-O-UP-21550,1900-01-01 17:51:15,1900-01-01 17:51:30,vfdAIPGv,6,"{'fareStageNumber': '3', 'isStageStop': true}",17.0,1,0,23,0.3833333333333333,4314,35.66,52,2.24
310-O-DOWN-2581,1900-01-01 15:54:45,1900-01-01 15:55:00,IgEBJNwX,12,"{'fareStageNumber': '5', 'isStageStop': true}",15.0,0,6,55,0.9166666666666666,310,35.66,52,2.24
2023-S-DOWN-30450,1900-01-01 16:41:15,1900-01-01 16:41:30,531,6,"{'fareStageNumber': '6', 'isStageStop': true}",16.0,0,4,67,1.1166666666666667,2023,35.66,52,2.24
3962-O-DOWN-85549,1900-01-01 10:48:45,1900-01-01 10:49:00,FYgdoWMK,24,8,10.0,1,4,31,0.5166666666666667,3962,35.66,52,2.24
571-O-UP-44225,1900-01-01 14:06:00,1900-01-01 14:06:15,lqMPnIra,1,"{'fareStageNumber': '1', 'isStageStop': true}",14.0,0,11,61,1.0166666666666666,571,35.66,52,2.24
2987-S-DOWN-122382,1900-01-01 21:48:00,1900-01-01 21:48:00,KHbKaRBy,29,"{'fareStageNumber': '10', 'isStageStop': true}",21.0,0,2,29,0.4833333333333333,2987,35.66,52,2.24
1827-X-UP-94631,1900-01-01 20:07:15,1900-01-01 20:07:30,zVYhNTdK,2,1,20.0,1,8,36,0.6,1827,35.66,52,2.24
3293-O-DOWN-75188,1900-01-01 10:05:45,1900-01-01 10:06:00,bZroqIhX,28,9,10.0,1,13,33,0.55,3293,35.66,52,2.24
3922-O-DOWN-100791,1900-01-01 17:34:45,1900-01-01 17:34:45,EkWBPXmr,32,"{'fareStageNumber': '9', 'isStageStop': true}",17.0,1,8,46,0.7666666666666667,3922,35.66,52,2.24
422-SE-UP-133487,1900-01-01 09:17:00,1900-01-01 09:17:15,fzmnvqlX,33,12,9.0,1,12,24,0.4,422,35.66,52,2.24
2447-S-DOWN-75342,1900-01-01 15:45:00,1900-01-01 15:45:15,89,1,"{'fareStageNumber': '1', 'isStageStop': true}",15.0,0,14,33,0.55,2447,35.66,52,2.24
4173-S-DOWN-20193,1900-01-01 05:35:00,1900-01-01 05:35:15,XiLvnZTk,21,"{'fareStageNumber': '8', 'isStageStop': true}",5.0,0,6,50,0.8333333333333334,4173,35.66,52,2.24
3149-S-UP-75649,1900-01-01 20:26:00,1900-01-01 20:26:15,mRKfPREJ,17,9,20.0,1,17,42,0.7,3149,35.66,52,2.24
598-O-UP-89991,1900-01-01 18:00:00,1900-01-01 18:00:15,ojqTFFWy,9,"{'fareStageNumber': '6', 'isStageStop': true}",18.0,1,16,66,1.1,598,35.66,52,2.24
3137-S-UP-39732,1900-01-01 09:34:15,1900-01-01 09:34:30,qRJySzaf,14,8,9.0,1,11,53,0.8833333333333333,3137,35.66,52,2.24
4718-O-UP-52527,1900-01-01 18:06:45,1900-01-01 18:07:00,282,4,"{'fareStageNumber': '4', 'isStageStop': true}",18.0,1,4,53,0.8833333333333333,4718,35.66,52,2.24
543-Z-UP-18407,1900-01-01 13:06:45,1900-01-01 13:07:00,WOOyqinT,12,6,13.0,0,10,38,0.6333333333333333,543,35.66,52,2.24
3693-O-UP-133123,1900-01-01 12:47:30,1900-01-01 12:47:45,hwOMxSYP,11,4,12.0,0,0,74,1.2333333333333334,3693,35.66,52,2.24
3613-SE-DOWN-121802,1900-01-01 16:23:15,1900-01-01 16:23:30,EdJUuxct,14,6,16.0,0,10,72,1.2,3613,35.66,52,2.24
4352-SE-DOWN-137883,1900-01-01 08:50:15,1900-01-01 08:50:30,38,10,"{'fareStageNumber': '10', 'isStageStop': true}",8.0,1,12,54,0.9,4352,35.66,52,2.24
5150-S-DOWN-72860,1900-01-01 00:04:30,1900-01-01 00:04:45,1852,3,"{'fareStageNumber': '3', 'isStageStop': true}",0.0,0,8,28,0.4666666666666667,5150,35.66,52,2.24
2509-SE-UP-109306,1900-01-01 19:16:15,1900-01-01 19:16:30,hxSTJhOz,6,2,19.0,1,15,24,0.4,2509,35.66,52,2.24
619-X-UP-24415,1900-01-01 08:52:30,1900-01-01 08:52:45,gHieypBQ,19,7,8.0,1,11,60,1.0,619,35.66,52,2.24
1940-S-DOWN-123279,1900-01-01 16:25:30,1900-01-01 16:25:45,ubZrQMid,39,13,16.0,0,14,20,0.3333333333333333,1940,35.66,52,2.24
459-O-DOWN-34655,1900-01-01 15:01:15,1900-01-01 15:01:30,SqxhBMol,30,"{'fareStageNumber': '10', 'isStageStop': true}",15.0,0,8,75,1.25,459,35.66,52,2.24
2156-SE-UP-134001,1900-01-01 15:11:15,1900-01-01 15:11:30,WCllcJIC,6,3,15.0,0,2,23,0.3833333333333333,2156,35.66,52,2.24
627-S-UP-89719,1900-01-01 15:01:45,1900-01-01 15:02:00,e287e08c779c787be10c3974b2a13db3,4,"{'fareStageNumber': '3', 'isStageStop': true}",15.0,0,8,49,0.8166666666666667,627,35.66,52,2.24
613-S-DOWN-50265,1900-01-01 17:47:00,1900-01-01 17:47:15,ywuGpANM,21,"{'fareStageNumber': '13', 'isStageStop': true}",17.0,1,5,14,0.2333333333333333,613,35.66,52,2.24
5142-S-UP-71377,1900-01-01 00:13:30,1900-01-01 00:13:45,1844,7,"{'fareStageNumber': '7', 'isStageStop': true}",0.0,0,5,24,0.4,5142,35.66,52,2.24
2509-SE-UP-116558,1900-01-01 19:33:45,1900-01-01 19:34:00,ywuGpANM,36,"{'fareStageNumber': '14', 'isStageStop': true}",19.0,1,5,30,0.5,2509,35.66,52,2.24
584-S-UP-45234,1900-01-01 06:00:00,1900-01-01 06:00:15,oBtsEQRM,21,"{'fareStageNumber': '9', 'isStageStop': true}",6.0,0,6,16,0.2666666666666666,584,35.66,52,2.24
991-S-DOWN-27122,1900-01-01 11:17:30,1900-01-01 11:17:45,olAnplnl,15,"{'fareStageNumber': '6', 'isStageStop': true}",11.0,0,15,25,0.4166666666666667,991,35.66,52,2.24
3921-O-UP-100878,1900-01-01 19:11:00,1900-01-01 19:11:15,864c61a2d5f95e0639f687188a4607d8,17,5,19.0,1,0,16,0.2666666666666666,3921,35.66,52,2.24
2639-O-UP-111856,1900-01-01 18:17:30,1900-01-01 18:17:45,XjEyEHqT,11,"{'fareStageNumber': '4', 'isStageStop': true}",18.0,1,17,14,0.2333333333333333,2639,35.66,52,2.24
1997-S-UP-17581,1900-01-01 15:30:15,1900-01-01 15:30:30,528,10,"{'fareStageNumber': '10', 'isStageStop': true}",15.0,0,18,11,0.1833333333333333,1997,35.66,52,2.24
3613-SE-DOWN-114291,1900-01-01 17:40:45,1900-01-01 17:41:00,WlkKexEs,8,"{'fareStageNumber': '4', 'isStageStop': true}",17.0,1,3,54,0.9,3613,35.66,52,2.24
2520-O-DOWN-28588,1900-01-01 16:36:30,1900-01-01 16:36:45,GVnbohJg,7,2,16.0,0,12,17,0.2833333333333333,2520,35.66,52,2.24
218-X-DOWN-65113,1900-01-01 05:36:15,1900-01-01 05:36:30,mnkgCFDT,26,"{'fareStageNumber': '9', 'isStageStop': true}",5.0,0,3,17,0.2833333333333333,218,35.66,52,2.24
460-O-UP-34678,1900-01-01 19:51:45,1900-01-01 19:52:00,yMiwNCtj,8,2,19.0,1,2,16,0.2666666666666666,460,35.66,52,2.24
5151-S-UP-72477,1900-01-01 00:22:30,1900-01-01 00:22:45,1846,11,"{'fareStageNumber': '11', 'isStageStop': true}",0.0,0,1,18,0.3,5151,35.66,52,2.24
912-S-DOWN-13318,1900-01-01 15:59:00,1900-01-01 15:59:15,mqlWPdpA,5,3,15.0,0,17,64,1.0666666666666669,912,35.66,52,2.24
2926-O-DOWN-34862,1900-01-01 05:30:30,1900-01-01 05:30:45,NjlFoRGi,19,6,5.0,0,16,28,0.4666666666666667,2926,35.66,52,2.24
3761-X-DOWN-33857,1900-01-01 16:36:30,1900-01-01 16:36:45,TGKbjQzH,15,12,16.0,0,12,41,0.6833333333333333,3761,35.66,52,2.24
3703-SE-UP-117167,1900-01-01 09:35:00,1900-01-01 09:35:15,AdloNpXg,41,18,9.0,1,16,31,0.5166666666666667,3703,35.66,52,2.24
614-S-DOWN-49936,1900-01-01 15:45:15,1900-01-01 15:45:30,332,10,"{'fareStageNumber': '10', 'isStageStop': true}",15.0,0,12,65,1.0833333333333333,614,35.66,52,2.24
154-O-DOWN-79310,1900-01-01 10:49:15,1900-01-01 10:49:30,QnkNgkDL,10,4,10.0,1,14,55,0.9166666666666666,154,35.66,52,2.24
2345-O-UP-130297,1900-01-01 12:04:30,1900-01-01 12:04:45,zAwPDfkg,3,1,12.0,0,3,22,0.3666666666666666,2345,35.66,52,2.24
467-O-DOWN-120331,1900-01-01 13:01:45,1900-01-01 13:02:00,mNGfniSu,4,"{'fareStageNumber': '2', 'isStageStop': true}",13.0,0,8,61,1.0166666666666666,467,35.66,52,2.24
4013-O-DOWN-126044,1900-01-01 10:20:00,1900-01-01 10:20:15,BpAiVnps,1,"{'fareStageNumber': '1', 'isStageStop': true}",10.0,1,13,40,0.6666666666666666,4013,35.66,52,2.24
3800-O-DOWN-36962,1900-01-01 19:42:30,1900-01-01 19:42:45,RQpCZdJL,11,4,19.0,1,10,21,0.35,3800,35.66,52,2.24
571-O-UP-44239,1900-01-01 17:00:45,1900-01-01 17:01:00,cHhWsWUg,4,2,17.0,1,5,23,0.3833333333333333,571,35.66,52,2.24
537-S-DOWN-127016,1900-01-01 16:05:00,1900-01-01 16:05:15,3,1,"{'fareStageNumber': '1', 'isStageStop': true}",16.0,0,17,48,0.8,537,35.66,52,2.24
1997-S-UP-62314,1900-01-01 21:39:15,1900-01-01 21:39:30,532,14,"{'fareStageNumber': '14', 'isStageStop': true}",21.0,0,11,37,0.6166666666666667,1997,35.66,52,2.24
640-S-UP-63134,1900-01-01 05:13:45,1900-01-01 05:14:00,sZNeRfOC,16,8,5.0,0,14,77,1.2833333333333334,640,35.66,52,2.24
2574-S-DOWN-68327,1900-01-01 19:30:00,1900-01-01 19:30:15,19,1,"{'fareStageNumber': '1', 'isStageStop': true}",19.0,1,16,73,1.2166666666666666,2574,35.66,52,2.24
23-O-UP-129582,1900-01-01 13:25:00,1900-01-01 13:25:15,lsFGVtlq,1,"{'fareStageNumber': '1', 'isStageStop': true}",13.0,0,4,72,1.2,23,35.66,52,2.24
961-S-UP-10513,1900-01-01 20:55:15,1900-01-01 20:55:30,PkbhOCMh,22,8,20.0,1,5,10,0.1666666666666666,961,35.66,52,2.24
1990-S-UP-39550,1900-01-01 08:14:00,1900-01-01 08:14:15,YULSfngF,5,"{'fareStageNumber': '3', 'isStageStop': true}",8.0,1,19,18,0.3,1990,35.66,52,2.24
5652-SE-UP-119998,1900-01-01 10:27:00,1900-01-01 10:27:15,NEW_1761234085669,33,"{'fareStageNumber': '12', 'isStageStop': true}",10.0,1,14,65,1.0833333333333333,5652,35.66,52,2.24
4150-O-UP-19439,1900-01-01 18:18:15,1900-01-01 18:18:30,tORkjJEE,18,"{'fareStageNumber': '6', 'isStageStop': true}",18.0,1,15,69,1.15,4150,35.66,52,2.24
2808-O-UP-129727,1900-01-01 09:15:45,1900-01-01 09:16:00,nprusgCY,8,3,9.0,1,4,67,1.1166666666666667,2808,35.66,52,2.24
460-S-UP-35372,1900-01-01 08:53:30,1900-01-01 08:53:45,yayPNqiY,27,8,8.0,1,0,67,1.1166666666666667,460,35.66,52,2.24
4338-S-DOWN-24030,1900-01-01 04:58:30,1900-01-01 04:58:45,209,7,"{'fareStageNumber': '7', 'isStageStop': true}",4.0,0,16,19,0.3166666666666666,4338,35.66,52,2.24
3560-S-UP-133744,1900-01-01 08:23:30,1900-01-01 08:23:45,1080,7,"{'fareStageNumber': '7', 'isStageStop': true}",8.0,1,0,27,0.45,3560,35.66,52,2.24
2156-SE-UP-129951,1900-01-01 20:17:00,1900-01-01 20:17:15,UHrXpouo,33,14,20.0,1,4,31,0.5166666666666667,2156,35.66,52,2.24
3136-S-DOWN-127282,1900-01-01 17:34:45,1900-01-01 17:35:00,qoKVVYVH,12,"{'fareStageNumber': '7', 'isStageStop': true}",17.0,1,2,17,0.2833333333333333,3136,35.66,52,2.24
961-S-UP-13591,1900-01-01 07:56:45,1900-01-01 07:57:00,DOGyniWl,4,"{'fareStageNumber': '2', 'isStageStop': true}",7.0,1,10,31,0.5166666666666667,961,35.66,52,2.24
3459-O-DOWN-128797,1900-01-01 09:47:00,1900-01-01 09:47:15,qYsYtTjJ,13,5,9.0,1,6,49,0.8166666666666667,3459,35.66,52,2.24
4105-S-UP-98116,1900-01-01 04:07:30,1900-01-01 04:07:45,FZsFzszJ,31,"{'fareStageNumber': '15', 'isStageStop': true}",4.0,0,18,52,0.8666666666666667,4105,35.66,52,2.24
1029-S-UP-8254,1900-01-01 20:23:45,1900-01-01 20:24:00,QUMnpJQp,16,"{'fareStageNumber': '7', 'isStageStop': true}",20.0,1,7,37,0.6166666666666667,1029,35.66,52,2.24
1009-S-DOWN-42746,1900-01-01 12:55:00,1900-01-01 12:55:15,xnBCUPNx,21,7,12.0,0,16,73,1.2166666666666666,1009,35.66,52,2.24
3461-O-DOWN-84409,1900-01-01 18:42:45,1900-01-01 18:43:00,nAqhCgXt,20,"{'fareStageNumber': '5', 'isStageStop': true}",18.0,1,18,49,0.8166666666666667,3461,35.66,52,2.24
774-S-UP-6595,1900-01-01 19:56:15,1900-01-01 19:56:30,nMidlhrd,6,2,19.0,1,8,13,0.2166666666666666,774,35.66,52,2.24
276-S-DOWN-2289,1900-01-01 13:28:00,1900-01-01 13:28:15,75a5f798c0001e4f09b8ca6db61597a7,9,"{'fareStageNumber': '4', 'isStageStop': true}",13.0,0,10,17,0.2833333333333333,276,35.66,52,2.24
4070-S-UP-64210,1900-01-01 16:27:15,1900-01-01 16:27:30,VgUdLlOW,22,9,16.0,0,3,26,0.4333333333333333,4070,35.66,52,2.24
4413-S-UP-89374,1900-01-01 07:41:45,1900-01-01 07:42:00,ALhaazBT,4,"{'fareStageNumber': '3', 'isStageStop': true}",7.0,1,1,45,0.75,4413,35.66,52,2.24
966-O-UP-87418,1900-01-01 11:38:30,1900-01-01 11:38:45,183,3,"{'fareStageNumber': '3', 'isStageStop': true}",11.0,0,9,30,0.5,966,35.66,52,2.24
422-S-UP-48596,1900-01-01 07:57:30,1900-01-01 07:57:45,New122,51,"{'fareStageNumber': '20', 'isStageStop': true}",7.0,1,0,78,1.3,422,35.66,52,2.24
2360-S-DOWN-28905,1900-01-01 07:52:30,1900-01-01 07:52:45,PslqBzpy,11,"{'fareStageNumber': '5', 'isStageStop': true}",7.0,1,18,17,0.2833333333333333,2360,35.66,52,2.24
495-O-UP-59059,1900-01-01 18:50:45,1900-01-01 18:51:00,obGcbWvT,28,"{'fareStageNumber': '13', 'isStageStop': true}",18.0,1,0,77,1.2833333333333334,495,35.66,52,2.24
286-O-UP-94254,1900-01-01 17:42:45,1900-01-01 17:43:00,gUXxyAlR,20,"{'fareStageNumber': '7', 'isStageStop': true}",17.0,1,13,27,0.45,286,35.66,52,2.24
1391-S-DOWN-8960,1900-01-01 01:20:45,1900-01-01 01:21:00,35,8,"{'fareStageNumber': '8', 'isStageStop': true}",1.0,0,4,47,0.7833333333333333,1391,35.66,52,2.24
2817-O-UP-100934,1900-01-01 16:54:00,1900-01-01 16:54:15,inJVXMtB,5,2,16.0,0,1,40,0.6666666666666666,2817,35.66,52,2.24
4393-O-UP-104436,1900-01-01 09:10:00,1900-01-01 09:10:15,EkWBPXmr,1,"{'fareStageNumber': '1', 'isStageStop': true}",9.0,1,6,78,1.3,4393,35.66,52,2.24
5707-SE-UP-115974,1900-01-01 18:58:00,1900-01-01 18:58:15,25,9,"{'fareStageNumber': '9', 'isStageStop': true}",18.0,1,15,22,0.3666666666666666,5707,35.66,52,2.24
